Zona,2022_persona,2021_persona,2020_persona,2019_persona,2018_persona,2017_persona,2016_persona,2015_persona,2022_hogar,2021_hogar,2020_hogar,2019_hogar,2018_hogar,2017_hogar,2016_hogar,2015_hogar,2022_consumo,2021_consumo,2020_consumo,2019_consumo,2018_consumo,2017_consumo,2016_consumo,2015_consumo,2022_bruta_persona,2021_bruta_persona,2020_bruta_persona,2019_bruta_persona,2018_bruta_persona,2017_bruta_persona,2016_bruta_persona,2015_bruta_persona,2022_bruta_hogar,2021_bruta_hogar,2020_bruta_hogar,2019_bruta_hogar,2018_bruta_hogar,2017_bruta_hogar,2016_bruta_hogar,2015_bruta_hogar
4603501001 Almussafes sección 01001,14005,13231,12787,12823,12641,11888,11510,11302,36194,34403,33309,33454,33327,31845,30874,30715,21059,19992,19353,19331,19246,18104,17532,17258,19250,18550,17850,18550,17850,17150,16450,15750,16874,15782,15239,15301,15090,14210,13743,13456
4603501002 Almussafes sección 01002,15147,14374,13620,13116,13049,12390,11960,11663,39383,37384,35526,34223,34156,32348,30880,30204,22835,21725,20711,20288,19819,18798,18151,17645,20650,19950,19250,19250,18550,17850,17150,16450,18478,17400,16468,16092,15673,14946,14316,13891
4603501003 Almussafes sección 01003,15379,14696,13883,14616,13175,12808,12181,12447,39891,38100,36277,38005,34771,33399,31824,32413,23419,22390,21243,22328,20466,19392,18832,18934,22050,20650,19950,19950,19250,17850,17850,17150,18655,17820,16745,17700,16192,15400,14900,14930
4603501004 Almussafes sección 01004,14839,13419,13295,13268,12696,12162,11689,11789,39173,36132,36291,36349,35159,33646,32617,32261,22392,20779,20283,20310,19513,18738,18083,18094,20650,19250,19250,19250,18550,17850,17150,17150,17927,16582,15955,16002,15336,14619,14180,14162
46036 Alpuente,12739,12711,11773,11799,10892,9533,9606,9716,26356,25539,23440,23413,21176,18736,18595,18499,17661,17475,16142,16283,14920,13027,13390,13247,15750,15750,14350,13650,13650,12250,11550,12250,14451,14466,13391,13429,12236,10790,10659,10743
4603601 Alpuente distrito 01,12739,12711,11773,11799,10892,9533,9606,9716,26356,25539,23440,23413,21176,18736,18595,18499,17661,17475,16142,16283,14920,13027,13390,13247,15750,15750,14350,13650,13650,12250,11550,12250,14451,14466,13391,13429,12236,10790,10659,10743
4603601001 Alpuente sección 01001,12739,12711,11773,11799,10892,9533,9606,9716,26356,25539,23440,23413,21176,18736,18595,18499,17661,17475,16142,16283,14920,13027,13390,13247,15750,15750,14350,13650,13650,12250,11550,12250,14451,14466,13391,13429,12236,10790,10659,10743
46037 Alqueria de la Comtessa, l',11950,11459,12164,10667,10030,9617,9133,9248,30247,29094,31143,27428,25515,24452,22971,23169,17798,17128,18039,16026,15022,14423,13737,13826,16450,15750,15050,14350,13650,12250,12250,12250,13972,13306,14165,12252,11422,10979,10478,10535
4603701 Alqueria de la Comtessa, l' distrito 01,11950,11459,12164,10667,10030,9617,9133,9248,30247,29094,31143,27428,25515,24452,22971,23169,17798,17128,18039,16026,15022,14423,13737,13826,16450,15750,15050,14350,13650,12250,12250,12250,13972,13306,14165,12252,11422,10979,10478,10535
4603701001 Alqueria de la Comtessa, l' sección 01001,11950,11459,12164,10667,10030,9617,9133,9248,30247,29094,31143,27428,25515,24452,22971,23169,17798,17128,18039,16026,15022,14423,13737,13826,16450,15750,15050,14350,13650,12250,12250,12250,13972,13306,14165,12252,11422,10979,10478,10535
46038 Andilla,14651,13486,12730,12807,13400,12783,11684,11552,26113,24965,24116,23697,23616,22147,21055,20116,19917,18397,17280,17405,17718,16652,15686,15201,18550,17850,16450,16450,16450,15050,14350,14350,17303,15618,14596,14600,15476,14866,13531,13265
4603801 Andilla distrito 01,14651,13486,12730,12807,13400,12783,11684,11552,26113,24965,24116,23697,23616,22147,21055,20116,19917,18397,17280,17405,17718,16652,15686,15201,18550,17850,16450,16450,16450,15050,14350,14350,17303,15618,14596,14600,15476,14866,13531,13265
4603801001 Andilla sección 01001,14651,13486,12730,12807,13400,12783,11684,11552,26113,24965,24116,23697,23616,22147,21055,20116,19917,18397,17280,17405,17718,16652,15686,15201,18550,17850,16450,16450,16450,15050,14350,14350,17303,15618,14596,14600,15476,14866,13531,13265
46039 Anna,12146,11380,10709,10405,9951,9345,8973,8673,30041,27888,26424,25526,24513,23217,22509,21703,17903,16730,15897,15340,14750,13868,13362,12890,16450,15750,15050,14350,13650,12950,12250,11550,13974,13082,12158,11759,11249,10559,10091,9754
4603901 Anna distrito 01,12146,11380,10709,10405,9951,9345,8973,8673,30041,27888,26424,25526,24513,23217,22509,21703,17903,16730,15897,15340,14750,13868,13362,12890,16450,15750,15050,14350,13650,12950,12250,11550,13974,13082,12158,11759,11249,10559,10091,9754
4603901001 Anna sección 01001,12922,11881,11188,10975,10412,9857,9660,9304,32609,29680,28244,27500,26486,25305,24696,23753,19181,17600,16665,16262,15563,14835,14449,13921,17150,15750,15050,15050,14350,12950,12950,12950,15061,13787,12846,12534,11899,11277,10967,10607
4603901002 Anna sección 01002,11249,10809,10161,9754,9418,8757,8196,7942,27195,25929,24440,23370,22387,20977,20128,19431,16422,15735,15007,14278,13810,12762,12122,11698,15750,15050,14350,13650,12950,12250,11550,10850,12716,12279,11371,10874,10500,9735,9098,8767
46040 Antella,12522,11900,11276,10957,10404,9889,9595,9093,28225,27465,26093,25280,24388,23503,22813,21754,17999,17247,16255,15910,15210,14408,13929,13251,16450,15050,15050,14350,13650,13650,12250,12250,14355,13513,12767,12415,11795,11151,10815,10232
4604001 Antella distrito 01,12522,11900,11276,10957,10404,9889,9595,9093,28225,27465,26093,25280,24388,23503,22813,21754,17999,17247,16255,15910,15210,14408,13929,13251,16450,15050,15050,14350,13650,13650,12250,12250,14355,13513,12767,12415,11795,11151,10815,10232
4604001001 Antella sección 01001,12522,11900,11276,10957,10404,9889,9595,9093,28225,27465,26093,25280,24388,23503,22813,21754,17999,17247,16255,15910,15210,14408,13929,13251,16450,15050,15050,14350,13650,13650,12250,12250,14355,13513,12767,12415,11795,11151,10815,10232
46041 Aras de los Olmos,13153,12224,12053,11947,11577,10496,9890,10367,26518,26193,25698,24954,23921,21162,20495,20844,18360,17234,17025,16955,16262,14641,13913,14602,15050,15400,14350,14350,14350,12250,12250,12950,15119,14108,13986,13725,13179,11898,11246,11885
4604101 Aras de los Olmos distrito 01,13153,12224,12053,11947,11577,10496,9890,10367,26518,26193,25698,24954,23921,21162,20495,20844,18360,17234,17025,16955,16262,14641,13913,14602,15050,15400,14350,14350,14350,12250,12250,12950,15119,14108,13986,13725,13179,11898,11246,11885
4604101001 Aras de los Olmos sección 01001,13153,12224,12053,11947,11577,10496,9890,10367,26518,26193,25698,24954,23921,21162,20495,20844,18360,17234,17025,16955,16262,14641,13913,14602,15050,15400,14350,14350,14350,12250,12250,12950,15119,14108,13986,13725,13179,11898,11246,11885
46042 Aielo de Malferit,12565,11915,11048,10804,10192,9603,9417,9132,33828,32557,30313,29738,28058,26579,26313,25638,19149,18256,16990,16558,15714,14815,14523,14129,17150,16450,15750,15050,14350,13650,12950,12250,14626,13877,12817,12401,11690,11001,10791,10574
4604201 Aielo de Malferit distrito 01,12565,11915,11048,10804,10192,9603,9417,9132,33828,32557,30313,29738,28058,26579,26313,25638,19149,18256,16990,16558,15714,14815,14523,14129,17150,16450,15750,15050,14350,13650,12950,12250,14626,13877,12817,12401,11690,11001,10791,10574
4604201001 Aielo de Malferit sección 01001,12638,11859,10920,10702,10180,9559,9466,8928,33167,31258,29052,28727,27330,25698,25587,24286,19184,17957,16720,16315,15618,14655,14479,13731,17150,16450,15750,14350,14350,12950,12250,12250,14672,13754,12597,12239,11629,10920,10781,10203
4604201002 Aielo de Malferit sección 01002,12507,11958,11149,10884,10202,9639,9378,9297,34383,33632,31364,30573,28667,27330,26934,26800,19120,18489,17203,16750,15791,14943,14558,14452,17150,17150,15750,15050,14350,13650,12950,12250,14589,13972,12991,12528,11739,11066,10799,10876
46043 Aielo de Rugat,17105,14614,14967,14605,15111,14150,12761,12583,40407,34029,36189,35276,36125,33089,30025,30799,24957,21385,22066,21185,22150,20701,18989,18721,19250,18200,17150,17150,17850,17150,14350,14350,21998,18987,18738,18263,18811,17595,16092,15532
4604301 Aielo de Rugat distrito 01,17105,14614,14967,14605,15111,14150,12761,12583,40407,34029,36189,35276,36125,33089,30025,30799,24957,21385,22066,21185,22150,20701,18989,18721,19250,18200,17150,17150,17850,17150,14350,14350,21998,18987,18738,18263,18811,17595,16092,15532
4604301001 Aielo de Rugat sección 01001,17105,14614,14967,14605,15111,14150,12761,12583,40407,34029,36189,35276,36125,33089,30025,30799,24957,21385,22066,21185,22150,20701,18989,18721,19250,18200,17150,17150,17850,17150,14350,14350,21998,18987,18738,18263,18811,17595,16092,15532
46044 Ayora,11835,11159,10590,10263,9662,9405,8972,8845,28722,27235,26062,25524,23993,23360,22538,22160,17688,16770,15913,15574,14643,14107,13517,13188,15750,15050,14350,14350,12950,12950,12250,11550,13723,12969,12286,11879,11262,10869,10322,10204
4604401 Ayora distrito 01,11835,11159,10590,10263,9662,9405,8972,8845,28722,27235,26062,25524,23993,23360,22538,22160,17688,16770,15913,15574,14643,14107,13517,13188,15750,15050,14350,14350,12950,12950,12250,11550,13723,12969,12286,11879,11262,10869,10322,10204
4604401001 Ayora sección 01001,11075,10443,10273,9893,9322,8983,8622,8540,26294,24869,24506,24164,22618,21679,20906,21005,16431,15798,15180,14722,13831,13219,12774,12545,15050,13650,12950,12950,12250,11550,10850,10850,12820,12287,11917,11465,10650,10264,9828,9765
4604401002 Ayora sección 01002,12188,11597,10741,10547,9601,9673,9186,8831,30207,28942,26842,26589,24027,24422,23362,22316,18196,17267,16256,16174,14814,14494,13835,13190,16450,15750,14350,15050,13650,12950,12250,12250,14075,13349,12383,12133,11396,11104,10526,10124
4604401003 Ayora sección 01003,11811,11062,10375,9930,9709,9223,8785,8938,27821,26351,25149,24130,23721,22312,21868,21831,17628,16537,15552,15180,14643,13881,13333,13367,15750,15050,13650,13650,12950,12250,11550,11550,13627,12740,12048,11492,11242,10674,10088,10361
4604401004 Ayora sección 01004,12362,11636,11078,10780,10156,9811,9383,9188,31172,29392,28408,27783,26283,25614,24635,24109,18685,17680,16875,16360,15499,15021,14310,13884,17150,16450,15750,15050,14350,13650,12250,11550,14536,13654,12951,12572,11924,11591,11000,10755
46045 Barxeta,12563,11760,11334,11109,10674,10189,9630,9379,31610,29287,28235,27951,27088,26297,24398,24094,18904,17792,16954,16622,16170,15476,14567,14205,17150,16450,15050,15750,15050,14350,13650,13650,14545,13619,13032,12734,12191,11665,10978,10639
4604501 Barxeta distrito 01,12563,11760,11334,11109,10674,10189,9630,9379,31610,29287,28235,27951,27088,26297,24398,24094,18904,17792,16954,16622,16170,15476,14567,14205,17150,16450,15050,15750,15050,14350,13650,13650,14545,13619,13032,12734,12191,11665,10978,10639
4604501001 Barxeta sección 01001,12563,11760,11334,11109,10674,10189,9630,9379,31610,29287,28235,27951,27088,26297,24398,24094,18904,17792,16954,16622,16170,15476,14567,14205,17150,16450,15050,15750,15050,14350,13650,13650,14545,13619,13032,12734,12191,11665,10978,10639
46046 Barx,12974,11956,11658,11184,10497,9691,9945,9596,28688,26805,25857,24239,22807,20782,21261,20868,18892,17583,17175,16374,15347,14415,14389,13978,16450,15750,15050,14350,13650,12950,12950,12250,15360,14125,13598,13057,12079,11490,11355,10925
4604601 Barx distrito 01,12974,11956,11658,11184,10497,9691,9945,9596,28688,26805,25857,24239,22807,20782,21261,20868,18892,17583,17175,16374,15347,14415,14389,13978,16450,15750,15050,14350,13650,12950,12950,12250,15360,14125,13598,13057,12079,11490,11355,10925
4604601001 Barx sección 01001,12974,11956,11658,11184,10497,9691,9945,9596,28688,26805,25857,24239,22807,20782,21261,20868,18892,17583,17175,16374,15347,14415,14389,13978,16450,15750,15050,14350,13650,12950,12950,12250,15360,14125,13598,13057,12079,11490,11355,10925
46047 Bèlgida,11240,10829,10094,9934,9488,8890,8344,8489,27592,26923,25196,25713,24565,23073,22198,22570,16743,16200,15183,14982,14278,13405,12699,12756,15050,15050,14350,12950,13650,12250,11550,11550,13032,12573,11589,11373,10842,10149,9493,9644
4604701 Bèlgida distrito 01,11240,10829,10094,9934,9488,8890,8344,8489,27592,26923,25196,25713,24565,23073,22198,22570,16743,16200,15183,14982,14278,13405,12699,12756,15050,15050,14350,12950,13650,12250,11550,11550,13032,12573,11589,11373,10842,10149,9493,9644
4604701001 Bèlgida sección 01001,11240,10829,10094,9934,9488,8890,8344,8489,27592,26923,25196,25713,24565,23073,22198,22570,16743,16200,15183,14982,14278,13405,12699,12756,15050,15050,14350,12950,13650,12250,11550,11550,13032,12573,11589,11373,10842,10149,9493,9644
46048 Bellreguard,12666,11764,11353,11267,10518,10230,9771,9522,30137,28106,26922,26830,25366,24399,23690,22774,18531,17398,16663,16574,15545,14992,14404,14024,17150,15750,15050,15050,14350,13650,12950,12250,14910,13905,13269,13042,12231,11815,11276,10966
4604801 Bellreguard distrito 01,12666,11764,11353,11267,10518,10230,9771,9522,30137,28106,26922,26830,25366,24399,23690,22774,18531,17398,16663,16574,15545,14992,14404,14024,17150,15750,15050,15050,14350,13650,12950,12250,14910,13905,13269,13042,12231,11815,11276,10966
4604801001 Bellreguard sección 01001,12747,12158,11486,11308,10596,10403,9980,9708,31750,30239,28373,28092,26403,25612,25067,23957,18959,18083,17198,16976,15848,15463,14843,14506,17850,16450,15750,15750,14350,14350,12950,12950,15033,14246,13535,13084,12377,12060,11555,11196
4604801002 Bellreguard sección 01002,12580,11341,11208,11220,10429,10034,9535,9315,28556,25993,25475,25511,24258,23114,22244,21535,18069,16654,16081,16116,15197,14456,13906,13484,16450,15050,13650,13650,13650,13650,12250,11550,14778,13539,12982,12993,12064,11537,10961,10708
46049 Bellús,11601,10528,10200,9930,9444,8551,8611,8378,25750,24289,23131,23041,22084,20276,20436,19386,16601,15224,14592,14246,13580,12281,12328,11832,15750,15050,13650,13650,12950,11550,10850,10150,13084,11660,11297,10997,10401,9438,9525,9298
4604901 Bellús distrito 01,11601,10528,10200,9930,9444,8551,8611,8378,25750,24289,23131,23041,22084,20276,20436,19386,16601,15224,14592,14246,13580,12281,12328,11832,15750,15050,13650,13650,12950,11550,10850,10150,13084,11660,11297,10997,10401,9438,9525,9298
